-1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.989999999999999991e-01 1.341305334366480473e-01 0.000000000000000000e+00
-9.979999999999999982e-01 1.896417675513492607e-01 0.000000000000000000e+00
-9.969999999999999973e-01 2.322046511162076665e-01 0.000000000000000000e+00
-9.959999999999999964e-01 2.680596948442639516e-01 0.000000000000000000e+00
-9.949999999999999956e-01 2.996247653315720072e-01 0.000000000000000000e+00
-9.939999999999999947e-01 3.281402139330072409e-01 0.000000000000000000e+00
-9.929999999999999938e-01 3.543430541156414870e-01 0.000000000000000000e+00
-9.919999999999999929e-01 3.787136121134286881e-01 0.000000000000000000e+00
-9.909999999999999920e-01 4.015856073118161396e-01 0.000000000000000000e+00
-9.899999999999999911e-01 4.232020793899767819e-01 0.000000000000000000e+00
-9.889999999999999902e-01 4.437465492823576274e-01 0.000000000000000000e+00
-9.879999999999999893e-01 4.633616298313876225e-01 0.000000000000000000e+00
-9.869999999999999885e-01 4.821607615723209062e-01 0.000000000000000000e+00
-9.859999999999999876e-01 5.002359443302735187e-01 0.000000000000000000e+00
-9.849999999999999867e-01 5.176630178021218720e-01 0.000000000000000000e+00
-9.839999999999999858e-01 5.345053788316820320e-01 0.000000000000000000e+00
-9.829999999999999849e-01 5.508166664145162095e-01 0.000000000000000000e+00
-9.819999999999999840e-01 5.666427445930992679e-01 0.000000000000000000e+00
-9.809999999999999831e-01 5.820231954140657749e-01 0.000000000000000000e+00
-9.799999999999999822e-01 5.969924622639726230e-01 0.000000000000000000e+00
-9.789999999999999813e-01 6.115807387418279450e-01 0.000000000000000000e+00
-9.779999999999999805e-01 6.258146690514693189e-01 0.000000000000000000e+00
-9.769999999999999796e-01 6.397179065807054865e-01 0.000000000000000000e+00
-9.759999999999999787e-01 6.533115642631777131e-01 0.000000000000000000e+00
-9.749999999999999778e-01 6.666145812986694619e-01 0.000000000000000000e+00
-9.739999999999999769e-01 6.796440244716349666e-01 0.000000000000000000e+00
-9.729999999999999760e-01 6.924153377850613689e-01 0.000000000000000000e+00
-9.719999999999999751e-01 7.049425508507770610e-01 0.000000000000000000e+00
-9.709999999999999742e-01 7.172384540722844815e-01 0.000000000000000000e+00
-9.699999999999999734e-01 7.293147468685933221e-01 0.000000000000000000e+00
-9.689999999999999725e-01 7.411821638436806303e-01 0.000000000000000000e+00
-9.679999999999999716e-01 7.528505827851901255e-01 0.000000000000000000e+00
-9.669999999999999707e-01 7.643291175926770764e-01 0.000000000000000000e+00
-9.659999999999999698e-01 7.756261986292108945e-01 0.000000000000000000e+00
-9.649999999999999689e-01 7.867496425166016216e-01 0.000000000000000000e+00
-9.639999999999999680e-01 7.977067130217727620e-01 0.000000000000000000e+00
-9.629999999999999671e-01 8.085041743862557695e-01 0.000000000000000000e+00
-9.619999999999999662e-01 8.191483382147586312e-01 0.000000000000000000e+00
-9.609999999999999654e-01 8.296451048490558478e-01 0.000000000000000000e+00
-9.599999999999999645e-01 8.400000000000000799e-01 0.000000000000000000e+00
-9.589999999999999636e-01 8.502182072856357964e-01 0.000000000000000000e+00
-9.579999999999999627e-01 8.603045972212405301e-01 0.000000000000000000e+00
-9.569999999999999618e-01 8.702637531231556256e-01 0.000000000000000000e+00
-9.559999999999999609e-01 8.800999943188274610e-01 0.000000000000000000e+00
-9.549999999999999600e-01 8.898173969978335762e-01 0.000000000000000000e+00
-9.539999999999999591e-01 8.994198129905748296e-01 0.000000000000000000e+00
-9.529999999999999583e-01 9.089108867210253795e-01 0.000000000000000000e+00
-9.519999999999999574e-01 9.182940705460320707e-01 0.000000000000000000e+00
-9.509999999999999565e-01 9.275726386650270383e-01 0.000000000000000000e+00
